unique_id,Datum,Omschrijving,Debet,Credit,boekjaar,Boekstuknummer,Actuele status,Factuurdatum,Factuurbedrag,Factuurnr leverancier,Betalingskenmerk,Bankrekening,Opdracht/contract gegevens
jul-2020 - jun-2021_83,20-05-2021,vGelderen Sum22-a dranger ATD 10-05-21 (144087-1),"130,05",,jul-2020 - jun-2021,144,Geboekt - Betaald,20-05-2021,"€130,05",212535,0000000081212535,NL78RABO0344749940,Hang- en sluitwerk + drangers | De hoofdingang van het gebouw is weer kapot. Het sluit niet langzaam en klapt gewoon dicht. Het is erg luidruchtig en je kunt het elke keer vanuit ons appartement horen klappen.
jul-2020 - jun-2021_84,20-05-2021,vGelderen Molukk493 slot ATD 11-05-21 (144131-1),"94,79",,jul-2020 - jun-2021,145,Geboekt - Betaald,20-05-2021,"€94,79",212537,0000000081212537,NL78RABO0344749940,Hang- en sluitwerk + drangers | ATD - Slot - Sluit niet
jul-2020 - jun-2021_85,28-05-2021,Gelderen Mol465 hwa verstopt 17-05-21 (144253-1),"92,64",,jul-2020 - jun-2021,147,Geboekt - Betaald,28-05-2021,"€92,64",212681,0000000081212681,NL78RABO0344749940,Hemelwaterafvoer en goten | Regenpijp - Verstopt - Tuin
jul-2020 - jun-2021_86,28-05-2021,Gelderen Sum227-B slot ATD 18-05-21 (144306-1),"191,53",,jul-2020 - jun-2021,148,Geboekt - Betaald,28-05-2021,"€191,53",212687,0000000081212687,NL78RABO0344749940,Hang- en sluitwerk + drangers | ATD - slot - sluit niet
jul-2020 - jun-2021_87,28-05-2021,Gelderen Sum227-B vloer verzakt 18-5-21 (144307-1),"148,51",,jul-2020 - jun-2021,149,Geboekt - Betaald,28-05-2021,"€148,51",212686,0000000081212686,NL78RABO0344749940,Wanden / plafonds / vloeren | verzakking - ingang - algemene bergruimte
jul-2020 - jun-2021_88,10-06-2021,Gelderen Sum221-B vochtplek 26-05-21 (144527-1),"110,81",,jul-2020 - jun-2021,153,Geboekt - Betaald,10-06-2021,"€110,81",212852,0000000081212852,NL78RABO0344749940,Gevels | Vochtdoorslag - slaapkamer - buitengevel
jul-2020 - jun-2021_89,21-06-2021,YSP MOLUK.STR417 Herstel Naamplaatjes(142099-1),"33,28",,jul-2020 - jun-2021,154,Geboekt - Betaald,21-06-2021,"€33,28",PF000006488,000048PF00000648,NL29INGB0004500201,Naamplaatjes | Naamplaatje leveren en plaatsen met de tekst: Fam. Wolterman Ten behoeve van het adres: Molukkenstraat 417 1095 BJ Amsterdam
jul-2020 - jun-2021_90,22-06-2021,SKK Herstel Kozijnen overig (138436-1),"1.492,29",,jul-2020 - jun-2021,157,Geboekt - Betaald,22-06-2021,"€1.492,29",VF2021-20004,000087VF2021-200,NL50RABO0326198903,Kozijnen overig (kunststof e.d.) | Schuifraam - kunststof - los
jul-2020 - jun-2021_91,22-06-2021,Gelderen Herstel Bestrating 03-06-21 (144784-1),"126,42",,jul-2020 - jun-2021,158,Geboekt - Betaald,22-06-2021,"€126,42",213099,0000000081213099,NL78RABO0344749940,Bestrating | Bestrating - verzakt
jul-2020 - jun-2021_92,22-06-2021,YSP MOLUK.STR415 Herstel Naamplaatjes (143867-2),"33,28",,jul-2020 - jun-2021,155,Geboekt - Betaald,22-06-2021,"€33,28",PF000006500,000048PF00000650,NL29INGB0004500201,Naamplaatjes | naamplaatje plaatsen N. van der Heijde Ten behoeve van het adres: Molukkenstraat 415 1095 BJ Amsterdam
jul-2020 - jun-2021_93,30-06-2021,GELDEREN herstel ATD (145220-1),"153,43",,jul-2020 - jun-2021,163,Geboekt - Betaald,30-06-2021,"€153,43",213300,0000000081213300,NL78RABO0344749940,Hang- en sluitwerk + drangers | ATD - Slot - Defect
jul-2020 - jun-2021_94,30-06-2021,GELDEREN MOLUKSTR531 herstel balkon (143297-1),"1.449,56",,jul-2020 - jun-2021,161,Geboekt - Betaald,30-06-2021,"€1.449,56",213272,0000000081213272,NL78RABO0344749940,Kozijnen / ramen / deuren | Balkondeur - houtrot
jul-2020 - jun-2021_95,30-06-2021,GELDEREN Herstel Gevels (143335-2),"87,80",,jul-2020 - jun-2021,162,Geboekt - Betaald,30-06-2021,"€87,80",213290,0000000081213290,NL78RABO0344749940,Gevels | Gevel - Woonkamer - Lekkage
