unique_id,Datum,Omschrijving,Debet,Credit,boekjaar,Boekstuknummer,Actuele status,Factuurdatum,Factuurbedrag,Factuurnr leverancier,Betalingskenmerk,Bankrekening,Opdracht/contract gegevens
jul-2019 - jun-2020_80,25-05-2020,SOS Herstel Hang- en sluitwerk + d (131866-1),"181,79",,jul-2019 - jun-2020,146,Geboekt - Betaald,25-05-2020,"€181,79",20002669,0000001220002669,NL42RABO0393531015,Hang- en sluitwerk + drangers | Slot - ATD - Werkt niet/Nazien Bewoners komen niet meer binnen ATD gaat niet meer open van de buitenkant alle bewoners hebben hier last van.
jul-2019 - jun-2020_81,28-05-2020,Schipper Herstel schuifpui kunst 6-5-20 (131441-1),"112,53",,jul-2019 - jun-2020,147,Geboekt - Betaald,28-05-2020,"€112,53",VI54681,000000088VI54681,NL98RABO0336496141,Kozijnen overig (kunststof e.d.) | Raam - kunststof - woonkamer - gaat niet open
jul-2019 - jun-2020_82,04-06-2020,YSP Herstel Hang- en sluitwerk + d (132118-1),"34,80",,jul-2019 - jun-2020,149,Geboekt - Betaald,04-06-2020,"€34,80",PF000004077,000048PF00000407,NL29INGB0004500201,Hang- en sluitwerk + drangers | ATD - dranger - nazien/ afstellen
jul-2019 - jun-2020_83,04-06-2020,GELDEREN Herstel Hemelwaterafvoer en go129303-1),"278,53",,jul-2019 - jun-2020,150,Geboekt - Betaald,04-06-2020,"€278,53",201684,0000000081201684,NL78RABO0344749940,Hemelwaterafvoer en goten | HWA: lekkage: Regenpijp aan voorzijde aan appartement is aan elkaar getaped en ziet er slecht uit. Graag dit herstellen
jul-2019 - jun-2020_84,16-06-2020,BREDDELS Herstel Schoonmaken (131605-1),"41,40",,jul-2019 - jun-2020,152,Geboekt - Betaald,16-06-2020,"€41,40",20801035,0000007120801035,NL29INGB0003066250,Schoonmaken | Schoonmaak - urinegeur - galerij De galerijen van het complex ruikt enorm naar urine. Bewoner wil dit graag schoongemaakt hebben. De begane grond schijnt het ergst te zijn.
jul-2019 - jun-2020_85,22-06-2020,BREMAN Herstel Ventilatie (mechanisch (130032-1),"233,82",,jul-2019 - jun-2020,153,Geboekt - Betaald,22-06-2020,"€233,82",VF03800246124,000034VF03800246,NL66RABO0323325572,Ventilatie (mechanisch / natuurlijk) | Mechanische - Ventilatie - lawaai Mechanische ventilatie maakt enorme veel lawaai
jul-2019 - jun-2020_86,24-06-2020,RRS Herstel Rioolontstopping (56408-1),"247,89",,jul-2019 - jun-2020,154,Geboekt - Betaald,24-06-2020,"€247,89",2028665,-,NL93RABO0102353654,Rioolontstopping | Preventief reinigen van de afvoerleiding conform offerte 20.14.353 d.d. 25 augustus 2014. 1malige opdracht voor reinigen per direct en in december 2014.
jul-2019 - jun-2020_87,25-06-2020,ST.YMERE 1 sleutel M.F. van den Berg/Kamphorst,"15,00",,jul-2019 - jun-2020,155,Geboekt - Betaald,25-06-2020,"€15,00",FKL00008612,000003FKL0000861,NL29INGB0004500201,-
jul-2019 - jun-2020_88,30-06-2020,SIBERG Herstel Intercom / bellen (132730-1),"82,42",,jul-2019 - jun-2020,160,Geboekt - Betaald,30-06-2020,"€82,42",8201371,0000000428201371,NL94INGB0004963467,"Intercom / bellen (incl. elektrische deuropeners) | Intercom doet het niet, toegangsdeur gaat niet meer open met de intercom."
jul-2019 - jun-2020_89,30-06-2020,YSP Herstel Hang- en sluitwerk + d (132653-1),"104,36",,jul-2019 - jun-2020,161,Geboekt - Betaald,30-06-2020,"€104,36",PF000004255,000048PF00000425,NL29INGB0004500201,Hang- en sluitwerk + drangers | BON ACHTERAF ACHTERWACHT: Datum: 21 Mei 2020 Tijd: 14:30 - 16:00 uur Melding: Algemene toegangsdeur gaat niet meer open. Werkzaamheden: Huurder niet aanwezig om te testen. Telefonisch ook niet bereikbaar. ATD werkt naar behoren.
