unique_id,Datum,Omschrijving,Debet,Credit,boekjaar,Boekstuknummer,Actuele status,Factuurdatum,Factuurbedrag,Factuurnr leverancier,Betalingskenmerk,Bankrekening,Opdracht/contract gegevens
jul-2022 - jun-2023_99,24-05-2023,RRS Herstel Rioolinspectie 17-04-23 (159640-3),"620,34",,jul-2022 - jun-2023,160,Geboekt - Betaald,24-05-2023,"€620,34",2330744,-,NL93RABO0102353654,Rioolinspectie | Inspectie - Camera - Werkbon
jul-2022 - jun-2023_100,29-05-2023,Accuraat Sum223B ATD cilinder (169784-1),"165,17",,jul-2022 - jun-2023,162,Geboekt - Betaald,29-05-2023,"€165,17",20231386,0000003820231386,NL44RABO0310959535,Hang- en sluitwerk + drangers | atd-opent niet
jul-2022 - jun-2023_101,30-05-2023,Bouwzorg Sum26B ATD berging slot(168831-1),"240,34",,jul-2022 - jun-2023,161,Geboekt - Betaald,30-05-2023,"€240,34",7232009,0000001047232009,NL40INGB0650467817,Hang- en sluitwerk + drangers | Spoed - Berging - Slot
jul-2022 - jun-2023_102,30-05-2023,Bouwzorg Mol431 slot ATD (168940-1),"307,80",,jul-2022 - jun-2023,163,Geboekt - Betaald,30-05-2023,"€307,80",7232026,0000001047232026,NL40INGB0650467817,Hang- en sluitwerk + drangers | ATD - Slot - Defect
jul-2022 - jun-2023_103,31-05-2023,RRS Sum227A camerarioolinspectie (168610-2),"1.036,73",,jul-2022 - jun-2023,165,Geboekt - Betaald,31-05-2023,"€1.036,73",2332515,-,NL93RABO0102353654,Rioolinspectie | Camerainspectie
jul-2022 - jun-2023_104,31-05-2023,RRS Sum227A naz riool(168610-2),"749,23",,jul-2022 - jun-2023,170,Geboekt - Betaald,31-05-2023,"€749,23",2333441,-,NL93RABO0102353654,Rioolinspectie | Camerainspectie
jul-2022 - jun-2023_105,06-06-2023,YS Sum223B leveren cilinder(169784-2),"79,86",,jul-2022 - jun-2023,166,Geboekt - Betaald,06-06-2023,"€79,86",PF000012163,000048PF00001216,NL29INGB0004500201,Sleutelsymere | atd-opent niet
jul-2022 - jun-2023_106,07-06-2023,Accuraat ATD nazien slot (170319-1),"217,73",,jul-2022 - jun-2023,167,Geboekt - Betaald,07-06-2023,"€217,73",20231474,0000003820231474,NL44RABO0310959535,Hang- en sluitwerk + drangers | ATD-berging-sluit niet
jul-2022 - jun-2023_107,07-06-2023,Accuraat naz ATD automaat (170317-1),"238,90",,jul-2022 - jun-2023,168,Geboekt - Betaald,07-06-2023,"€238,90",20231473,0000003820231473,NL44RABO0310959535,Hang- en sluitwerk + drangers | ATD-slot-sluit niet
jul-2022 - jun-2023_108,09-06-2023,Bouwzorg Mol465 naz deur(170085-1),"139,15",,jul-2022 - jun-2023,171,Geboekt - Betaald,09-06-2023,"€139,15",7232254,0000001047232254,NL40INGB0650467817,Kozijnen / ramen / deuren | slaapkamer - deur - klemt
jul-2022 - jun-2023_109,15-06-2023,Bouwzorg Mol435 naz ATD(170143-1),"139,15",,jul-2022 - jun-2023,175,Geboekt - Betaald,15-06-2023,"€139,15",7232325,0000001047232325,NL40INGB0650467817,Kozijnen / ramen / deuren | atd-kozijn-beschadigd
jul-2022 - jun-2023_110,27-06-2023,Accuraat Tid 60 herstel tuindeur(170921-2),"392,37",,jul-2022 - jun-2023,178,Geboekt - Betaald,27-06-2023,"€392,37",20231642,0000003820231642,NL44RABO0310959535,Hang- en sluitwerk + drangers | Tuindeur - Slot - Hout
jul-2022 - jun-2023_111,29-06-2023,Bouwzorg Tid 82 nw slot bakondeur(170365-1),"257,00",,jul-2022 - jun-2023,181,Geboekt - Betaald,29-06-2023,"€257,00",7232570,0000001047232570,NL40INGB0650467817,Galerijen en balkons | Houten - balkondeur - sluit/opent niet
jul-2022 - jun-2023_112,30-06-2023,Overboeken van 1023 naar 4101 ivm minder uitgekeer,"2.324,15",,jul-2022 - jun-2023,,,,,,,,
jul-2022 - jun-2023_113,30-06-2023,ovb 1023 aan 4101 ivm minder uitgekeerd 2021-2022,"615,43",,jul-2022 - jun-2023,,,,,,,,
