unique_id,Datum,Omschrijving,Debet,Credit,boekjaar,Boekstuknummer,Actuele status,Factuurdatum,Factuurbedrag,Factuurnr leverancier,Betalingskenmerk,Bankrekening,Opdracht/contract gegevens
jul-2022 - jun-2023_99,24-05-2023,RRS Herstel Rioolinspectie 17-04-23 (159640-3),"620,34",,jul-2022 - jun-2023,160,Geboekt - Betaald,24-05-2023,"€620,34",2330744,-,NL93RABO0102353654,Rioolinspectie | Inspectie - Camera - Werkbon
jul-2022 - jun-2023_100,29-05-2023,Accuraat Sum223B ATD cilinder (169784-1),"165,17",,jul-2022 - jun-2023,162,Geboekt - Betaald,29-05-2023,"€165,17",20231386,0000003820231386,NL44RABO0310959535,Hang- en sluitwerk + drangers | atd-opent niet
jul-2022 - jun-2023_101,30-05-2023,Bouwzorg Sum26B ATD berging slot(168831-1),"240,34",,jul-2022 - jun-2023,161,Geboekt - Betaald,30-05-2023,"€240,34",7232009,0000001047232009,NL40INGB0650467817,Hang- en sluitwerk + drangers | Spoed - Berging - Slot
jul-2022 - jun-2023_102,30-05-2023,Bouwzorg Mol431 slot ATD (168940-1),"307,80",,jul-2022 - jun-2023,163,Geboekt - Betaald,30-05-2023,"€307,80",7232026,0000001047232026,NL40INGB0650467817,Hang- en sluitwerk + drangers | ATD - Slot - Defect
jul-2022 - jun-2023_103,31-05-2023,RRS Sum227A camerarioolinspectie (168610-2),"1.036,73",,jul-2022 - jun-2023,165,Geboekt - Betaald,31-05-2023,"€1.036,73",2332515,-,NL93RABO0102353654,Rioolinspectie | Camerainspectie
jul-2022 - jun-2023_104,31-05-2023,RRS Sum227A naz riool(168610-2),"749,23",,jul-2022 - jun-2023,170,Geboekt - Betaald,31-05-2023,"€749,23",2333441,-,NL93RABO0102353654,Rioolinspectie | Camerainspectie
jul-2022 - jun-2023_105,06-06-2023,YS Sum223B leveren cilinder(169784-2),"79,86",,jul-2022 - jun-2023,166,Geboekt - Betaald,06-06-2023,"€79,86",PF000012163,000048PF00001216,NL29INGB0004500201,Sleutelsymere | atd-opent niet
jul-2022 - jun-2023_106,07-06-2023,Accuraat ATD nazien slot (170319-1),"217,73",,jul-2022 - jun-2023,167,Geboekt - Betaald,07-06-2023,"€217,73",20231474,0000003820231474,NL44RABO0310959535,Hang- en sluitwerk + drangers | ATD-berging-sluit niet
jul-2022 - jun-2023_107,07-06-2023,Accuraat naz ATD automaat (170317-1),"238,90",,jul-2022 - jun-2023,168,Geboekt - Betaald,07-06-2023,"€238,90",20231473,0000003820231473,NL44RABO0310959535,Hang- en sluitwerk + drangers | ATD-slot-sluit niet
jul-2022 - jun-2023_108,09-06-2023,Bouwzorg Mol465 naz deur(170085-1),"139,15",,jul-2022 - jun-2023,171,Geboekt - Betaald,09-06-2023,"€139,15",7232254,0000001047232254,NL40INGB0650467817,Kozijnen / ramen / deuren | slaapkamer - deur - klemt
jul-2022 - jun-2023_109,15-06-2023,Bouwzorg Mol435 naz ATD(170143-1),"139,15",,jul-2022 - jun-2023,175,Geboekt - Betaald,15-06-2023,"€139,15",7232325,0000001047232325,NL40INGB0650467817,Kozijnen / ramen / deuren | atd-kozijn-beschadigd
jul-2022 - jun-2023_110,27-06-2023,Accuraat Tid 60 herstel tuindeur(170921-2),"392,37",,jul-2022 - jun-2023,178,Geboekt - Betaald,27-06-2023,"€392,37",20231642,0000003820231642,NL44RABO0310959535,Hang- en sluitwerk + drangers | Tuindeur - Slot - Hout
jul-2022 - jun-2023_111,29-06-2023,Bouwzorg Tid 82 nw slot bakondeur(170365-1),"257,00",,jul-2022 - jun-2023,181,Geboekt - Betaald,29-06-2023,"€257,00",7232570,0000001047232570,NL40INGB0650467817,Galerijen en balkons | Houten - balkondeur - sluit/opent niet
jul-2022 - jun-2023_112,30-06-2023,Overboeken van 1023 naar 4101 ivm minder uitgekeer,"2.324,15",,jul-2022 - jun-2023,,,,,,,,
jul-2022 - jun-2023_113,30-06-2023,ovb 1023 aan 4101 ivm minder uitgekeerd 2021-2022,"615,43",,jul-2022 - jun-2023,,,,,,,,
jul-2023 - jun-2024_0,10-07-2023,RRS Mol413 standleiding verstopt (170951-3),"421,44",,jul-2023 - jun-2024,4,Geboekt - Betaald,10-07-2023,"€421,44",2339605,-,NL93RABO0102353654,Rioolontstopping | Standleiding verstopt ter hoogte van Molukkenstraat 413
jul-2023 - jun-2024_1,11-07-2023,Bouwzorg Sum231B naz ramen afkitt/dorpe (170795-1),"366,52",,jul-2023 - jun-2024,5,Geboekt - Betaald,11-07-2023,"€366,52",7232771,0000001047232771,NL40INGB0650467817,Kozijnen / ramen / deuren | Spoed - Woonkamerraam - Hout
jul-2023 - jun-2024_2,12-07-2023,GeelRonitz Sum238 naz 2 kozi+roosters(167080-1),"582,14",,jul-2023 - jun-2024,6,Geboekt - Betaald,12-07-2023,"€582,14",202305060,0000109202305060,NL15INGB0655815198,Kozijnen / ramen / deuren | 2x rosters-raam-gaat niet open
jul-2023 - jun-2024_3,12-07-2023,GeelRonitz Mol415 naz RGA(170864-1),"550,99",,jul-2023 - jun-2024,7,Geboekt - Betaald,12-07-2023,"€550,99",202305069,0000109202305069,NL15INGB0655815198,Waterleiding | lekkage-berging
jul-2023 - jun-2024_4,14-07-2023,Bouwzorg Sum28B 5 schuifvent rev/rep(170255-1),"1.651,65",,jul-2023 - jun-2024,9,Geboekt - Betaald,14-07-2023,"€1.651,65",7232855,0000001047232855,NL40INGB0650467817,Kozijnen / ramen / deuren | ventilatierooster - defect
jul-2023 - jun-2024_5,17-07-2023,Waleveld Sum221B naz los beton in gang (170071-1),"657,23",,jul-2023 - jun-2024,11,Geboekt - Betaald,17-07-2023,"€657,23",23-31730,0000003123-31730,NL92RABO0307802000,Vloer | berging - beton - vloer
jul-2023 - jun-2024_6,19-07-2023,Bouwzorg Tid60 3puntsl tuindeur herstel (170921-1),"206,61",,jul-2023 - jun-2024,14,Geboekt - Betaald,19-07-2023,"€206,61",7232930,0000001047232930,NL40INGB0650467817,Hang- en sluitwerk + drangers | Tuindeur - Slot - Hout
jul-2023 - jun-2024_7,19-07-2023,KBK Mol451 herstel raam (153304-2),"2.325,11",,jul-2023 - jun-2024,12,Geboekt - Betaald,19-07-2023,"€2.623,69",202314250,0000077202314250,NL90INGB0680693572,Kozijnen / ramen / deuren | Raam - Hout - Zit los
jul-2023 - jun-2024_8,25-07-2023,Hacar Sum34c naz venitlatie (167784-1),"143,75",,jul-2023 - jun-2024,18,Geboekt - Betaald,25-07-2023,"€143,75",23-00593/00031,00011823-00593/0,NL68ABNA0861961803,Ventilatie (mechanisch / natuurlijk) | Ventilatie - Afzuigprobleem
jul-2023 - jun-2024_9,27-07-2023,Waleveld Sum221E bord fietsenstalling (171372-1),"273,47",,jul-2023 - jun-2024,15,Geboekt - Betaald,27-07-2023,"€273,47",23-31811,0000010223-31811,NL92RABO0307802000,Naamplaatjes | Bord - Fietsenstalling - Beschadigd
jul-2023 - jun-2024_10,28-07-2023,CasSombroek Sum24A naz intercom (171924-1),"129,77",,jul-2023 - jun-2024,16,Geboekt - Betaald,28-07-2023,"€129,77",VF2302406,0000120VF2302406,NL82RABO0385626444,Intercom / bellen (incl. elektrische deuropeners) | intercom-spreekverbinding-deuropener
jul-2023 - jun-2024_11,29-07-2023,Bouwzorg Sum229A naz schimmel slaapkamer(171616-1),"190,21",,jul-2023 - jun-2024,17,Geboekt - Betaald,29-07-2023,"€190,21",7233132,0000001047233132,NL40INGB0650467817,Gevels | Gevel - lekkage - schimmel
jul-2023 - jun-2024_12,01-08-2023,Feenstra bon 161961 vervangen RGA,"479,24",,jul-2023 - jun-2024,22,Geboekt - Betaald,01-08-2023,"€479,24",1781038615,0000911781038615,NL12INGB0664496946,"Centrale verwarming | Rookgasafvoer, Controle"
jul-2023 - jun-2024_13,02-08-2023,Ymere bon 169917 1 sleutel tbv voordeur,"15,00",,jul-2023 - jun-2024,20,Geboekt - Betaald,02-08-2023,"€15,00",PF000012631,000048PF00001263,NL29INGB0004500201,Sleutelsymere | Sleutelbestelling
jul-2023 - jun-2024_14,09-08-2023,Bouwzorg bon 172106 tochtstrippen vervangen,"242,23",,jul-2023 - jun-2024,23,Geboekt - Betaald,09-08-2023,"€242,23",7233265,0000001047233265,NL40INGB0650467817,Kozijnen / ramen / deuren | tochtstrippen-raamkozijn-rot
jul-2023 - jun-2024_15,18-08-2023,Breddels opruimen urine 21-07-2023,"59,62",,jul-2023 - jun-2024,29,Geboekt - Betaald,18-08-2023,"€59,62",23801530/76883,00007123801530/7,NL29INGB0003066250,-
jul-2023 - jun-2024_16,21-08-2023,Huipen bon 173003 vochtmeting nav lekkage,"80,47",,jul-2023 - jun-2024,31,Geboekt - Betaald,21-08-2023,"€80,47",VFD2302160,000122VFD2302160,NL87INGB0007721303,Galerijen en balkons | Balkon - lekkage
jul-2023 - jun-2024_17,21-08-2023,Huipen bon 172901 Afstellen dranger ATD,"127,05",,jul-2023 - jun-2024,32,Geboekt - Betaald,21-08-2023,"€127,05",VFD2302164,000122VFD2302164,NL87INGB0007721303,Hang- en sluitwerk + drangers | ATD - slotwerk - defect
jul-2023 - jun-2024_18,23-08-2023,Waleveld bon 171701 naamplaatje,"35,70",,jul-2023 - jun-2024,33,Geboekt - Betaald,23-08-2023,"€35,70",23-32005,0000010223-32005,NL92RABO0307802000,Naamplaatjes | Graag vragen wij een naambordje aan omdat wij in januari zijn verhuisd naar Sumatraplantsoen 24-A. Het gaat om de volgende vermelding: T.J. Albers & S. Koeman
jul-2023 - jun-2024_19,23-08-2023,Herstelwerkzaamheden riolering,"257,73",,jul-2023 - jun-2024,35,Geboekt - Betaald,23-08-2023,"€257,73",Voorgeschoten RRS,000123Voorgescho,NL38ASNB0782902707,-
jul-2023 - jun-2024_20,24-08-2023,Ymere bon 191925 leveren van 2 sleutels ATD,"30,00",,jul-2023 - jun-2024,34,Geboekt - Betaald,24-08-2023,"€30,00",PF000012774,000048PF00001277,NL29INGB0004500201,Sleutelsymere | Sleutelbestelling
jul-2023 - jun-2024_21,30-08-2023,hacar b on 171906 herstel intercom,"324,95",,jul-2023 - jun-2024,37,Geboekt - Betaald,30-08-2023,"€324,95",3608289/00031,0001173608289/00,NL68ABNA0861961803,Intercom / bellen (incl. elektrische deuropeners) | Intercom - Defect
jul-2023 - jun-2024_22,31-08-2023,RRS bon 170951 herstelwerkzaamheden bij nr 431,"286,81",,jul-2023 - jun-2024,38,Geboekt - Betaald,31-08-2023,"€286,81",2349051,-,NL93RABO0102353654,Rioolinspectie | Standleiding verstopt ter hoogte van Molukkenstraat 413
jul-2023 - jun-2024_23,31-08-2023,RRS camera rioolinspectie 14-08-23 (170951-6),"1.138,43",,jul-2023 - jun-2024,42,Geboekt - Betaald,31-08-2023,"€1.138,43",2350465,-,NL93RABO0102353654,Rioolinspectie | Standleiding verstopt ter hoogte van Molukkenstraat 413
jul-2023 - jun-2024_24,31-08-2023,RRS Herstel standleiding Mol413 14-8-23 (170951-6),"1.283,27",,jul-2023 - jun-2024,41,Geboekt - Betaald,31-08-2023,"€1.283,27",2350464,-,NL93RABO0102353654,Rioolinspectie | Standleiding verstopt ter hoogte van Molukkenstraat 413
jul-2023 - jun-2024_25,05-09-2023,SOS Herstel lek Rookgasafvoer 18-8-23 (173138-1),"1.342,72",,jul-2023 - jun-2024,39,Geboekt - Betaald,05-09-2023,"€1.342,72",23006802,0000001223006802,NL42RABO0393531015,Rioolontstopping | SPOED- riooloverstroming
jul-2023 - jun-2024_26,07-09-2023,Bouwzorg bon 173123 herstel dranger ATD,"206,61",,jul-2023 - jun-2024,43,Geboekt - Betaald,07-09-2023,"€206,61",7233569,0000001047233569,NL40INGB0650467817,Hang- en sluitwerk + drangers | ATD-bergingen-H&S
jul-2023 - jun-2024_27,12-09-2023,Ymere bon 173828 leveren 2 sleutels tbv ATD,"30,00",,jul-2023 - jun-2024,45,Geboekt - Betaald,12-09-2023,"€30,00",PF000012937,000048PF00001293,NL29INGB0004500201,Sleutelsymere | Sleutelbestelling - ATD
jul-2023 - jun-2024_28,14-09-2023,RRS bon 172397 camera-inspectie ivm rioolvliegjes,"291,59",,jul-2023 - jun-2024,46,Geboekt - Betaald,14-09-2023,"€291,59",2351800,-,NL93RABO0102353654,Rioolinspectie | RRS - Werkbon - Rioolvliegjes
jul-2023 - jun-2024_29,20-09-2023,Bouwzorg bon 173731 vervangen raamuizetter,"76,34",,jul-2023 - jun-2024,49,Geboekt - Betaald,20-09-2023,"€76,34",7233725,0000001047233725,NL40INGB0650467817,Kozijnen / ramen / deuren | houten raam -slaapkamer - sluit - slecht
jul-2023 - jun-2024_30,20-09-2023,Bouwzorg bon 173729 herstel hang- en sluitwerk WTD,"206,61",,jul-2023 - jun-2024,48,Geboekt - Betaald,20-09-2023,"€206,61",7233723,0000001047233723,NL40INGB0650467817,Kozijnen / ramen / deuren | houten WTD - sluit - slecht
jul-2023 - jun-2024_31,21-09-2023,Schipper bon 173447 herstel sluiting kantelraam,"132,50",,jul-2023 - jun-2024,50,Geboekt - Betaald,21-09-2023,"€132,50",V193365,000000088V193365,NL98RABO0336496141,Kozijnen overig (kunststof e.d.) | kantel kiepraam - sluit niet goed
jul-2023 - jun-2024_32,25-09-2023,Ymere bon 174034 leveren 10 sleutels ATD,"150,00",,jul-2023 - jun-2024,51,Geboekt - Betaald,25-09-2023,"€150,00",PF000013059,000048PF00001305,NL29INGB0004500201,Sleutelsymere | Sleutelbestelling - ATD
jul-2023 - jun-2024_33,28-09-2023,Ymere kosten onderzoek lekkages en begeleiden,"1.650,44",,jul-2023 - jun-2024,53,Geboekt - Betaald,28-09-2023,"€1.650,44",FKL00024729,000003FKL0002472,NL29INGB0004500201,-
jul-2023 - jun-2024_34,24-10-2023,SOS CLV-kanaal aanpassen ivm lekkage,"1.367,75",,jul-2023 - jun-2024,55,Geboekt - Betaald,24-10-2023,"€1.367,75",23008016,0000001223008016,NL42RABO0393531015,Rioolontstopping | SPOED- riooloverstroming
jul-2023 - jun-2024_35,25-10-2023,Huipen Sumatraplntsn 26A+B herstel gevel lekkage,"505,72",,jul-2023 - jun-2024,56,Geboekt - Betaald,25-10-2023,"€505,72",VFD2303431,000122VFD2303431,NL87INGB0007721303,Gevels | Gevel - lekkage - onduidelijk
jul-2023 - jun-2024_36,25-10-2023,Huipen Sumatrastr 217E herstel ATD naar bergingen,"278,60",,jul-2023 - jun-2024,57,Geboekt - Betaald,25-10-2023,"€278,60",VFD2303432,000122VFD2303432,NL87INGB0007721303,Kozijnen / ramen / deuren | ATD - Berging - Beschadigd
jul-2023 - jun-2024_37,31-10-2023,Ymere bon 175543 leveren 1 sleutel tbv ATD,"15,00",,jul-2023 - jun-2024,60,Geboekt - Betaald,31-10-2023,"€15,00",PF000013308,000048PF00001330,NL29INGB0004500201,Sleutelsymere | Sleutelbestelling - ATD - Molukkenstraat 413-433
jul-2023 - jun-2024_38,31-10-2023,RRS Moluk 511 Rioolinspectie 15-06-23 (159640-4),"1.086,36",,jul-2023 - jun-2024,66,Geboekt - Betaald,31-10-2023,"€1.086,36",2362308,0000000012362308,NL93RABO0102353654,Rioolinspectie | Inspectie - Camera - Werkbon
jul-2023 - jun-2024_39,01-11-2023,Bouwzorg bon 175360 herstel slot ATD,"256,58",,jul-2023 - jun-2024,61,Geboekt - Betaald,01-11-2023,"€256,58",7234396,0000001047234396,NL40INGB0650467817,Hang- en sluitwerk + drangers | ATD - slot - defect
jul-2023 - jun-2024_40,07-11-2023,GeelRonitz Moluk slot halkast 08-08-23 (171192-1),"105,81",,jul-2023 - jun-2024,64,Geboekt - Betaald,07-11-2023,"€105,81",202307785,0000109202307785,NL15INGB0655815198,Hang- en sluitwerk + drangers | De schoonmaker van het gebouw (Bredels) zou graag de accu van hun stofzuiger willen opladen in het pand. Rechts naast de toegangsdeur van de opgang Molukkenstraat 493/545 hangt een kastje met stekkerpunt die gebruikt is voor het opladen van een scootmobiel. Deze bewoner woont niet meer in het pand. De schoonmaker zou graag van het kastje gebruik maken om hier de accu in op te laden. Mochten er nog sleutels van zijn deze graag aan Bredels overhandigen. Anders graag slot vervangen en sleutels aan Bredels geven.
jul-2023 - jun-2024_41,13-11-2023,GeelRonitz Sumatr 28A drangers afgestel (175595-2),"74,21",,jul-2023 - jun-2024,79,Geboekt - Betaald,13-11-2023,"€74,21",202308879,0000109202308879,NL15INGB0655815198,Hang- en sluitwerk + drangers | ATD - cilinder - defect
jul-2023 - jun-2024_42,15-11-2023,Waleveld Tidores 94 naamplaat (175174-1),"35,70",,jul-2023 - jun-2024,69,Geboekt - Betaald,15-11-2023,"€35,70",23-32782,0000010223-32782,NL92RABO0307802000,Naamplaatjes | Naamplaatje Tekst : M. Heuvelman M. Frank
jul-2023 - jun-2024_43,15-11-2023,Waleveld Tidores 90 naamplaat (175394-1),"35,70",,jul-2023 - jun-2024,70,Geboekt - Betaald,15-11-2023,"€35,70",23-32783,0000010223-32783,NL92RABO0307802000,Naamplaatjes | Naamplaatje leveren en plaatsen ten name van: C. Papathanasi
jul-2023 - jun-2024_44,15-11-2023,Waleveld Moluk 459 naamplaat (176260-1),"35,70",,jul-2023 - jun-2024,67,Geboekt - Betaald,15-11-2023,"€35,70",23-32780,0000010223-32780,NL92RABO0307802000,Naamplaatjes | Naamplaatje tekst: J. Stolp & R. Manten
jul-2023 - jun-2024_45,15-11-2023,Waleveld Moluk 515 naamplaat (174952-1),"35,70",,jul-2023 - jun-2024,68,Geboekt - Betaald,15-11-2023,"€35,70",23-32781,0000010223-32781,NL92RABO0307802000,Naamplaatjes | Naamplaatje tekst: Leander Petroci Alissa de Kok
jul-2023 - jun-2024_46,16-11-2023,GeelRonitz Suma 36C berging slot herst (175700-1),"74,21",,jul-2023 - jun-2024,71,Geboekt - Betaald,16-11-2023,"€74,21",202308160,0000109202308160,NL15INGB0655815198,Hang- en sluitwerk + drangers | slot - deur berging - defect
jul-2023 - jun-2024_47,16-11-2023,Geelronitz Moluk 441 ventil rooster ver (166897-1),"748,46",,jul-2023 - jun-2024,78,Geboekt - Betaald,16-11-2023,"€748,46",202308846,0000109202308846,NL15INGB0655815198,Kozijnen / ramen / deuren | Ventilatieroosters - raam - slaapkamers
jul-2023 - jun-2024_48,28-11-2023,Bouwzorg Sumatra 28-A ATD cilin vervang (175382-1),"306,66",,jul-2023 - jun-2024,75,Geboekt - Betaald,28-11-2023,"€306,66",7234796,0000001047234796,NL40INGB0650467817,Hang- en sluitwerk + drangers | ATD - slot - defect
jul-2023 - jun-2024_49,12-12-2023,Huipen Sum231A verzakking voo 08-09-23 (173780-1),"201,16",,jul-2023 - jun-2024,82,Geboekt - Betaald,12-12-2023,"€201,16",VFD2304687,000122VFD2304687,NL87INGB0007721303,Bestrating | verzakking-stoep-voordeur
jul-2023 - jun-2024_50,18-12-2023,Huipen Sumatr217E WTD 05-09-23 (173652-1),"298,99",,jul-2023 - jun-2024,85,Geboekt - Betaald,18-12-2023,"€298,99",VFD2304859,000122VFD2304859,NL87INGB0007721303,Kozijnen / ramen / deuren | WTD - Berging - Beschadigd
jul-2023 - jun-2024_51,20-12-2023,Hacar Sumat219D MV 29-09-23 (171599-1),"154,03",,jul-2023 - jun-2024,89,Geboekt - Betaald,20-12-2023,"€154,03",23-00979/00031,00011823-00979/0,NL68ABNA0861961803,Ventilatie (mechanisch / natuurlijk) | MV - werkt niet
jul-2023 - jun-2024_52,20-12-2023,Huipen Sumatr20B naar 20A Lekk 23-11-23 (177203-1),"247,45",,jul-2023 - jun-2024,86,Geboekt - Betaald,20-12-2023,"€247,45",VFD2304906,000122VFD2304906,NL87INGB0007721303,Waterleiding | lekkage-plafond-bovenburen
jul-2023 - jun-2024_53,20-12-2023,Huipen Tidore60 ATD 30-11-23 (177453-1),"376,16",,jul-2023 - jun-2024,88,Geboekt - Betaald,20-12-2023,"€376,16",VFD2304931,000122VFD2304931,NL87INGB0007721303,Kozijnen / ramen / deuren | ATD-klemt
jul-2023 - jun-2024_54,20-12-2023,Huipen Moluk493 ATD 15-11-23 (176802-1),"250,47",,jul-2023 - jun-2024,87,Geboekt - Betaald,20-12-2023,"€250,47",VFD2304908,000122VFD2304908,NL87INGB0007721303,Hang- en sluitwerk + drangers | ATD-slot-geforceerd
jul-2023 - jun-2024_55,22-12-2023,Hacar Sumat34a MV 25-10-23 (175568-1),"151,49",,jul-2023 - jun-2024,90,Geboekt - Betaald,22-12-2023,"€151,49",91000507/00031,00011891000507/0,NL68ABNA0861961803,Ventilatie (mechanisch / natuurlijk) | Niet werkende MV in badkamer
jul-2023 - jun-2024_56,15-01-2024,WaleV Sumat229C Naamplaatje 09-01-24 (179336-1),"36,91",,jul-2023 - jun-2024,94,Geboekt - Betaald,15-01-2024,"€36,91",24-40081,0000010224-40081,NL92RABO0307802000,Naamplaatjes | Naamplaatje plaatsen
jul-2023 - jun-2024_57,17-01-2024,SOS Moluk539 Geen water 10-01-24 (179399-1),"36,30",,jul-2023 - jun-2024,98,Geboekt - Betaald,17-01-2024,"€36,30",24000393,0000001224000393,NL42RABO0393531015,Waterleiding | Geen water in gehele woning
jul-2023 - jun-2024_58,25-01-2024,Hacar Sumatra34A MV 29-12-23 (175568-2),"149,25",,jul-2023 - jun-2024,104,Geboekt - Betaald,25-01-2024,"€149,25",91001855/00031,00011791001855/0,NL68ABNA0861961803,-
jul-2023 - jun-2024_59,26-01-2024,Huipen Moluk495 ATD 30-11-23 (177567-1),"188,94",,jul-2023 - jun-2024,101,Geboekt - Betaald,26-01-2024,"€188,94",VFD2400554,000122VFD2400554,NL87INGB0007721303,Kozijnen / ramen / deuren | ATD-klemt
jul-2023 - jun-2024_60,26-01-2024,RRS Molukken483 Hogewaterdruk 18-01-2024,"276,52",,jul-2023 - jun-2024,100,Geboekt - Betaald,26-01-2024,"€276,52",2408507,-,NL93RABO0102353654,-
jul-2023 - jun-2024_61,30-01-2024,RRS Molukk509 Inspectie 03-01-24 (160220-2),"980,58",,jul-2023 - jun-2024,102,Geboekt - Betaald,30-01-2024,"€980,58",2408857,-,NL93RABO0102353654,Rioolontstopping | reinigen - standleiding
jul-2023 - jun-2024_62,06-02-2024,Huipen Tidore94 Intercom (inc 22-01-24 (179551-1),"442,07",,jul-2023 - jun-2024,107,Geboekt - Betaald,06-02-2024,"€442,07",VFD2400754,000122VFD2400754,NL87INGB0007721303,Intercom / bellen (incl. elektrische deuropeners) | intercom-beldrukkers
jul-2023 - jun-2024_63,15-02-2024,Huipen SUmatr20A Lekk leiding 10-01-24 (177203-2),"177,02",,jul-2023 - jun-2024,109,Geboekt - Betaald,15-02-2024,"€177,02",VFD2400928,000122VFD2400928,NL87INGB0007721303,Waterleiding | lekkage-plafond-bovenburen
jul-2023 - jun-2024_64,23-02-2024,Accuraat Sumatra225B ATD 19-02-24 (181150-1),"118,73",,jul-2023 - jun-2024,110,Geboekt - Betaald,23-02-2024,"€118,73",20240437,0000003820240437,NL44RABO0310959535,Hang- en sluitwerk + drangers | ATD - hoofdingang - hangt los
jul-2023 - jun-2024_65,23-02-2024,BouwZ Molukk537 Lekk kozijn 28-06-23 (171247-1),"693,63",,jul-2023 - jun-2024,111,Geboekt - Betaald,23-02-2024,"€693,63",7240930,0000001047240930,NL40INGB0650467817,Kozijnen / ramen / deuren | Houten - kozijn - lekkage
jul-2023 - jun-2024_66,01-03-2024,Huipen Sumatra22A ATD 18-01-24 (179328-1),"177,02",,jul-2023 - jun-2024,112,Geboekt - Betaald,01-03-2024,"€177,02",VFD2401181,000122VFD2401181,NL87INGB0007721303,Hang- en sluitwerk + drangers | ATD-H&S
jul-2023 - jun-2024_67,01-03-2024,Huipen Molukken451 Kozijn toch 27-01-24 (180146-1),"267,05",,jul-2023 - jun-2024,113,Geboekt - Betaald,01-03-2024,"€267,05",VFD2401184,000122VFD2401184,NL87INGB0007721303,Kozijnen / ramen / deuren | Houten - kozijnen - kieren
jul-2023 - jun-2024_68,11-03-2024,SOS Tidore102 ATD 08-03-24 (182028-1),"191,37",,jul-2023 - jun-2024,116,Geboekt - Betaald,11-03-2024,"€191,37",24002021,0000001224002021,NL42RABO0393531015,Hang- en sluitwerk + drangers | ATD - cilinder - defect
jul-2023 - jun-2024_69,18-03-2024,SOS Sumatra22A Slot ATD 15-03-24 (181546-1),"180,21",,jul-2023 - jun-2024,119,Geboekt - Betaald,18-03-2024,"€180,21",24002159,0000001224002159,NL42RABO0393531015,Hang- en sluitwerk + drangers | Sluiting ATD - Hoofdingang+Bergingen - Herstellen
jul-2023 - jun-2024_70,18-03-2024,SOS Molukken511 Camera inspec 31-08-23 (159640-6),"647,35",,jul-2023 - jun-2024,120,Geboekt - Betaald,18-03-2024,"€647,35",24002152,0000001224002152,NL42RABO0393531015,Rioolvervanging | Inspectie - Camera - Werkbon
jul-2023 - jun-2024_71,20-03-2024,Huipen SUmatra26B keuken luikj 10-01-24 (178773-1),"249,02",,jul-2023 - jun-2024,121,Geboekt - Betaald,20-03-2024,"€249,02",VFD2401559,000122VFD2401559,NL87INGB0007721303,Kozijnen / ramen / deuren | kozijnen-bovenluikjes-balkondeur
jul-2023 - jun-2024_72,21-03-2024,Hacar Molukken525 MV 12-02-24 (180592-1),"113,17",,jul-2023 - jun-2024,122,Geboekt - Betaald,21-03-2024,"€113,17",91003612/00031,00011891003612/0,NL68ABNA0861961803,Ventilatie (mechanisch / natuurlijk) | mv-werkt niet
jul-2023 - jun-2024_73,09-04-2024,Herstel Flora en fauna 11-07-23 (171723-1),"181,50",,jul-2023 - jun-2024,126,Geboekt - Betaald,09-04-2024,"€181,50",18.3161,00000012918.3161,NL24ABNA0121125386,"Flora en fauna | Beste Peter, Hierbij de opdracht voor het maken van de quickscan Flora en Fauna voor deze VvE van Ymere."
jul-2023 - jun-2024_74,09-04-2024,Eltag;Herstel Ventilatie (07-02-24 (180691-1),"656,95",,jul-2023 - jun-2024,127,Geboekt - Betaald,09-04-2024,"€656,95",2401411,0000001302401411,NL24ABNA0940474492,Ventilatie (mechanisch / natuurlijk) | ventilatierooster - stuk
jul-2023 - jun-2024_75,15-04-2024,SOS;slot atd 11-04-24 (183223-3),"287,29",,jul-2023 - jun-2024,129,Geboekt - Betaald,15-04-2024,"€287,29",24002896,0000001224002896,NL42RABO0393531015,Hang- en sluitwerk + drangers | ATD-H&S-cilinder defect
jul-2023 - jun-2024_76,16-04-2024,SOS slot atd 15-04-24 (183394-1),"194,40",,jul-2023 - jun-2024,130,Geboekt - Betaald,16-04-2024,"€194,40",24002981,0000001224002981,NL42RABO0393531015,Hang- en sluitwerk + drangers | ATD-slot-achterafbon
jul-2023 - jun-2024_77,16-04-2024,Huipen klapraam herstel 07-02-24 (180688-1),"316,54",,jul-2023 - jun-2024,131,Geboekt - Betaald,16-04-2024,"€316,54",VFD2402034,000122VFD2402034,NL87INGB0007721303,Hang- en sluitwerk + drangers | klapraam-slaapkamer-hendel
jul-2023 - jun-2024_78,16-04-2024,Huipenl kozijn slaapkamer kitn 22-02-24 (181334-1),"249,02",,jul-2023 - jun-2024,132,Geboekt - Betaald,16-04-2024,"€249,02",VFD2402035,000122VFD2402035,NL87INGB0007721303,Kozijnen / ramen / deuren | kozijn-slaapkamer-lekkage
jul-2023 - jun-2024_79,18-04-2024,Huipen herstel balkondeur Sum28D 28-2-24(181578-1),"249,02",,jul-2023 - jun-2024,134,Geboekt - Betaald,18-04-2024,"€249,02",VFD2402063,000122VFD2402063,NL87INGB0007721303,Kozijnen / ramen / deuren | Balkondeur-hout-lekkage
